Post Date,Account Number,Account Name,Type,Amount,Customer Reference,Transaction Detail,Balance
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Opening Ledger",294434.90,,,294434.90
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",90.35,"GBHG 0001149929 K ","DS SMITH PLC      GBHG 0001149929 K ",294525.25
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",183.54,"UK01-APP-000025965","BARCLAYS BTE PAYMEUK01-APP-000025965",294708.79
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",197.20,"TENDRING TECHNOLOG","TENDRING TECHNOLOGTENDRING TECHNOLOG",294905.99
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",206.68,"FISCO UK LIMITED  ","FISCO UK LIMITED  FISCO UK LIMITED  ",295112.67
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",265.11,"A-62640           ","BRUNTWOOD MGT SERVA-62640           ",295377.78
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",285.80,"SI-794071         ","PIDG GEN ADMIN GBPSI-794071         ",295663.58
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",294.13,"1152791414        ","HANLEY ECONOMIC BU1152791414        ",295957.71
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",306.98,"CA251111426       ","CARBON TRUST      CA251111426       ",296264.69
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",322.52,"12120             ","RADIUS CONNECT    12120             ",296587.21
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",469.80,"HAM EXT 1011      ","LOOKERS MOTOR GROUHAM EXT 1011      ",297057.01
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",528.48,,"JUST RETIREMENT   ",297585.49
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",539.50,,"BERKELEY CENTRAL  ",298124.99
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",619.20,,"FILM TV CHARITY   ",298744.19
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",662.36,"12417011          ","BARCLAYS - UCL CUR12417011          ",299406.55
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",761.22,"SI-784468         ","AUSTRALIANSUPER  USI-784468         ",300167.77
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1000.02,"592535            ","BUPA PAYMENTS     592535            ",301167.79
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1362.41,,"MURRAY ED CURREN B",302530.20
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1521.35,"BACS REMITTANCE PL","LOOKERS MOTOR GROUBACS REMITTANCE PL",304051.55
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1522.58,"LOOKERS NW DIV25  ","LOOKERS MOTOR GROULOOKERS NW DIV25  ",305574.13
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1542.46,"PR EXT 1011       ","LOMOND MOTORS LIMIPR EXT 1011       ",307116.59
13/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1555.99,"BACS REMITTANCE PL","THE DUTTON-FORSHAWBACS REMITTANCE PL",308672.58
