Post Date,Account Number,Account Name,Type,Amount,Customer Reference,Transaction Detail,Balance
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Opening Ledger",460675.09,,,460675.09
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",15.00,"SEAT SKODA DARLING","DARLO S/S         SEAT/SKODA DARLING",460690.09
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",74.46,"LI178             ","OVERBURY PLC      LI178             ",460764.55
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",83.52,"OECONNECTION LIMIT","CLIFFORD THAMES   OECONNECTION LIMIT",460848.07
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",106.62,"INV PMT           ","DIBA IND LTD      INV PMT           ",460954.69
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",107.25,,"BERKELEY CENTRAL  ",461061.94
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",156.88,"HPREF II UK HOTEL ","HSBC-OCAL PAYMENTSHPREF II UK HOTEL ",461218.82
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",161.40,"PAY112511501000017","CYGN CLIFTON LIMITPAY112511501000017",461380.22
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",230.24,"4407683           ","ARNOLD CLARK FINAN4407683           ",461610.46
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",247.96,"SI-781280         ","INTELLIGENT LTD CUSI-781280         ",461858.42
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",276.66,"BACS REMITTANCE PL","JLR STOCKPORT     BACS REMITTANCE PL",462135.08
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",278.89,"SI 783524         ","GATELEY PLC       SI 783524         ",462413.97
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",330.24,,"ENERGY SYS CATAP B",462744.21
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",332.30,"PL BACS 14        ","NOCKOLDS SOL FIRM PL BACS 14        ",463076.51
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",337.70,"SI-779033 SI-77903","EAST OF ENGLAND COSI-779033 SI-77903",463414.21
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",354.10,"PURCHASES         ","INNTEL LTD        PURCHASES         ",463768.31
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",354.89,"15190297713       ","SOUTH WESTERN AMBU15190297713       ",464123.20
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",375.78,"SI-795751         ","TOR CURR EX LTD T/SI-795751         ",464498.98
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",402.84,"BACS REMITTANCE PL","LOOKERS MOTOR GROUBACS REMITTANCE PL",464901.82
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",416.39,"505967620         ","CARDNET  505967620505967620         ",465318.21
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",457.55,"--                ","AIRFLOW DEVELOPMEN--                ",465775.76
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",470.85,,"ENERGY SYS CATAP B",466246.61
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",475.01,"EFECTIS           ","EFECTIS UK IRELANDEFECTIS           ",466721.62
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",500.78,"BACS REMITTANCE PL","STEVEN EAGELL LTD BACS REMITTANCE PL",467222.40
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",507.98,"748400            ","ROYALTON LIMITED  748400            ",467730.38
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",565.27,"VILLIERSHIGHSCHOOL","VILLIERS LLOYDS MAVILLIERSHIGHSCHOOL",468295.65
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",669.93,"2000025600        ","ADVANCED ENERGY IN2000025600        ",468965.58
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",703.68,,"FRANCIS CLARK LLP ",469669.26
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",861.01,,"DFS TRADING LTD   ",470530.27
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",916.63,"301051 - 12485    ","MGRPF             301051 - 12485    ",471446.90
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",980.44,"BACS REMITTANCE PL","S&Y HATFIELD      BACS REMITTANCE PL",472427.34
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",984.58,,"VISTRY COTSWOLDS  ",473411.92
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1047.83,"MERCEDES BRIDGEND ","MB BRIDGEND       MERCEDES BRIDGEND ",474459.75
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1312.22,,"EMCOR GROUP UK PLC",475771.97
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1381.58,"506126572         ","CARDNET  506126572506126572         ",477153.55
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1465.03,"LIQU01            ","WESTMINSTER ABBEY LIQU01            ",478618.58
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1466.88,"N115018           ","NP AEROSPACE LTD  N115018           ",480085.46
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1559.20,"4A1DACB46F2845B88B","THOMAS FRANKS LTD 4A1DACB46F2845B88B",481644.66
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1664.76,"CBRE MS           ","CBRE MNGD SRVCS LTCBRE MS           ",483309.42
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1681.70,"PAYMENT FROM IMO  ","INTERNATIONAL MARIPAYMENT FROM IMO  ",484991.12
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",2798.98," GREENSLEEVES HOME","GREENSLEEVES HOMES GREENSLEEVES HOME",487790.10
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",2805.78,"BACS REMITTANCE PL","ALLEN FORD UK LIM BACS REMITTANCE PL",490595.88
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",3266.43,"1152928119        ","LINNAEUS VETERINAR1152928119        ",493862.31
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",4592.42,"BACS131125 59     ","SAGA TRUCK   VAN LBACS131125 59     ",498454.73
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",6121.99,"BACS MERTRUX 14 11","MERTRUX LTD       BACS MERTRUX 14/11",504576.72
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",8023.41,"EBRD 2500477043 K ","EBRD              EBRD 2500477043 K ",512600.13
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-55.81,"563571            ","CASTLE WATER LTD  563571            ",512544.32
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-230.40,"POL004 P 093951   ","POLYMAX           POL004 P/093951   ",512313.92
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-361.80,"926101 717425     ","KINTO UK LIMITED  926101/717425     ",511952.12
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-500.00,"32712746GFX9TK6QRK","GOOGLE IRELAND LTD32712746GFX9TK6QRK",511452.12
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-500.00,"32712746GHQKU1DHLS","GOOGLE IRELAND LTD32712746GHQKU1DHLS",510952.12
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-587.67,"   SQ2603836      ","ALD AUTOMOTIVE       SQ2603836      ",510364.45
18/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit Initial Payment",-1515.60,,"LEAD FORENSICS LTDLIQUIDLI          ",508848.85
