Post Date,Account Number,Account Name,Type,Amount,Customer Reference,Transaction Detail,Balance
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Opening Ledger",938027.60,,,938027.60
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",18.49,"INV 782269        ","OPTEVEN HOLDINGS UINV 782269        ",938046.09
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",20.00,"505967620 SVCCHG  ","CARDNET           505967620 SVCCHG  ",938066.09
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",28.51,"THE STEPHEN PERSE ","THE STEPHEN PERSE THE STEPHEN PERSE ",938094.60
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",63.42,"1153446415        ","SUFFOLK GP FEDERAT1153446415        ",938158.02
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",63.65,"2518147378  OBO  D","DHL GBS  UK  LIMIT2518147378 /OBO/ D",938221.67
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",65.96,"THE STEPHEN PERSE ","THE STEPHEN PERSE THE STEPHEN PERSE ",938287.63
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",102.42,"SI-780606         ","KIRLY PROPERTY SERSI-780606         ",938390.05
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",107.46,"SI-780664         ","KIRLY PROPERTY SERSI-780664         ",938497.51
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",108.18,"505967620         ","CARDNET  505967620505967620         ",938605.69
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",124.92,"SI-780605         ","KIRLY PROPERTY SERSI-780605         ",938730.61
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",130.87,"1153537222        ","HANLEY ECONOMIC BU1153537222        ",938861.48
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",132.05,"4407683           ","ARNOLD CLARK FINAN4407683           ",938993.53
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",161.24,"778625            ","BEALE & CO OFF    778625            ",939154.77
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",165.69,"INV 787134        ","OPTEVEN HOLDINGS UINV 787134        ",939320.46
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",165.69,"INV 780886        ","OPTEVEN HOLDINGS UINV 780886        ",939486.15
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",176.00,"BACS PL           ","NOCKOLDS SOL FIRM BACS/PL           ",939662.15
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",199.70,"1153470891        ","T.B.I. FINANCIAL S1153470891        ",939861.85
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",202.28,"HILLBARN GC       ","HILLBARN GOLF CLUBHILLBARN GC       ",940064.13
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",202.38,"BACS REMITTANCE PL","S&Y PARTS W MIDS  BACS REMITTANCE PL",940266.51
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",236.40,"BACS REMITTANCE PL","S&Y MAIDSTONE     BACS REMITTANCE PL",940502.91
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",237.00,,"DFS TRADING LTD   ",940739.91
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",248.07,"SI-785211         ","ARAMARK UK LTD    SI-785211         ",940987.98
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",262.20,"0                 ","CBC PAYMENTS      0                 ",941250.18
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",283.46,"6000007336        ","GG LONDON LTD     6000007336        ",941533.64
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",293.00,"HERSCHEL GRAMMAR S","HERSCHEL GRAMMAR SHERSCHEL GRAMMAR S",941826.64
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",296.27,"3404 2000146058 K ","CANADA LIFE LTD   3404 2000146058 K ",942122.91
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",305.52,"BACS REMITTANCE PL","LISTERS GRP BMW   BACS REMITTANCE PL",942428.43
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",338.71,"126126            ","DURHAM UNIVERSITY 126126            ",942767.14
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",355.20,"MINERVA LEARNING  ","MINERVA LEARNING TMINERVA LEARNING  ",943122.34
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",366.61,,"ENERGY SYS CATAP B",943488.95
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",375.15,"CBRE MS           ","CBRE MNGD SRVCS LTCBRE MS           ",943864.10
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",379.04,"BMW READING       ","GROUP 1 RETAIL LTDBMW READING       ",944243.14
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",391.62,"1153537868        ","LINNAEUS VETERINAR1153537868        ",944634.76
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",478.12,"SMUK-00013907     ","NORTHLAND PROPER  SMUK-00013907     ",945112.88
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",483.19,"BACS201125 21     ","SAGA TRUCK   VAN LBACS201125 21     ",945596.07
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",487.15,"ACC. 17357        ","SINDLESHAM COURT (ACC. 17357        ",946083.22
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",504.73,"SI786777 SI779392 ","JACOBS UK LIMITED SI786777 SI779392 ",946587.95
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",526.90,"1100 2000711963 K ","KNIGHT FRANK LLP  1100 2000711963 K ",947114.85
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",541.01,"BACS REMITTANCE PL","S&Y HATFIELD      BACS REMITTANCE PL",947655.86
25/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",541.01,"BACS REMITTANCE PL","S&Y CHISLEHURST   BACS REMITTANCE PL",948196.87
