Post Date,Account Number,Account Name,Type,Amount,Customer Reference,Transaction Detail,Balance
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Opening Ledger",879736.46,,,879736.46
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",24.22,"SI-777800         ","FEFUNDINFOLIMITED SI-777800         ",879760.68
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",103.56,"LA01 3401993812 K ","BC PAYMENTS       LA01 3401993812 K ",879864.24
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",118.02,"004732 - IPSWICH S","IPSWICH SCHOOL    004732 - IPSWICH S",879982.26
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",123.24,"1100 2000709222 K ","KNIGHT FRANK LLP  1100 2000709222 K ",880105.50
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",169.20,"2000000000        ","SUSE SOFTWARE SOL.2000000000        ",880274.70
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",169.90,,"COUNTRYS TIMBER FR",880444.60
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",189.70,"BACS REMITTANCE PL","S&Y WIMBLEDON     BACS REMITTANCE PL",880634.30
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",193.87,"SI-772301         ","SCHAWK UK LTD     SI-772301         ",880828.17
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",229.11,"GSP               ","GATELEY SMITHERS PGSP               ",881057.28
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",238.52,"SI782731 SI782731 ","JACOBS UK LIMITED SI782731 SI782731 ",881295.80
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",248.07,"SI-777553         ","ARAMARK UK LTD    SI-777553         ",881543.87
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",252.41,"BACS REMITTANCE PL","JOHNSONS SEAT     BACS REMITTANCE PL",881796.28
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",261.51,"SI 782686 SI 7826 ","GATELEY PLC       SI 782686 SI 7826 ",882057.79
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",264.59,"9511 2000002025 K ","BOOTS OPTICIANS PR9511 2000002025 K ",882322.38
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",269.72,"4407683           ","ARNOLD CLARK FINAN4407683           ",882592.10
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",282.00,"12415894          ","BARCLAYS - UCL CUR12415894          ",882874.10
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",326.94,"4816              ","LAKESIDE BRASSERIE4816              ",883201.04
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",376.85,"SINCLAIR GROUP    ","MB BRIDGEND       SINCLAIR GROUP    ",883577.89
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",380.82,"ACC 19466         ","WEST LONDON       ACC 19466         ",883958.71
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",399.76,"174581            ","NAPP PHARMACEUTIC 174581            ",884358.47
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",405.13,"SI-783027         ","WOMENS PIONEER HOUSI-783027         ",884763.60
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",434.52,"CHASE DE VERE IFA ","PAYMENT ACCOUNT   CHASE DE VERE IFA ",885198.12
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",507.19,,"DFS TRADING LTD   ",885705.31
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",517.54,"BACS REMITTANCE PL","JOHNSONS MAZDA    BACS REMITTANCE PL",886222.85
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",709.89,"JESUS             ","JESUS COLL BURSAR JESUS             ",886932.74
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",960.00,"SUP74101          ","CAERPHILY CBC     SUP74101          ",887892.74
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1009.93,"CELLPATH L        ","CELLPATH LTD CURR CELLPATH L        ",888902.67
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1164.99,"SI-786549 2025-10-","THE MATHWORKS LIMISI-786549 2025-10-",890067.66
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1313.98,"506126572         ","CARDNET  506126572506126572         ",891381.64
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1642.31,"GP1 MB            ","GERARD MANN       GP1 MB            ",893023.95
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1740.00,"THREADNEEDLE CENTR","THREADNEEDLE CENTRTHREADNEEDLE CENTR",894763.95
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1894.28,"505967620         ","CARDNET  505967620505967620         ",896658.23
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",2160.24,"2000025561        ","ADVANCED ENERGY IN2000025561        ",898818.47
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",2427.23,"GROUP 1 JLR       ","GROUP1 RETAIL     GROUP 1 JLR       ",901245.70
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",35547.51,"SI-781593         ","CONSTANTIN PARTNERSI-781593         ",936793.21
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",126531.86,,"BFS GROUP LTD     ",1063325.07
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-163.37,"300000033461865   ","NATIONAL CAR PARKS300000033461865   ",1063161.70
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-500.00,"32712746GAKEBO6SUF","GOOGLE IRELAND LTD32712746GAKEBO6SUF",1062661.70
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-500.00,"32712746G42CJ5V3P9","GOOGLE IRELAND LTD32712746G42CJ5V3P9",1062161.70
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-3379.35,"CUSTOMER REFUNDS  ","1152591817        CUSTOMER REFUNDS  ",1058782.35
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-5969.84,"CUSTOMER REFUNDS  ","1152592700        CUSTOMER REFUNDS  ",1052812.51
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-8655.48,"CUSTOMER REFUNDS  ","1152591041        CUSTOMER REFUNDS  ",1044157.03
11/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-72240.26,"DISCOUNT PAY RUN  ","1152597799        DISCOUNT PAY RUN  ",971916.77
