Post Date,Account Number,Account Name,Type,Amount,Customer Reference,Transaction Detail,Balance
14/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Opening Ledger",392200.25,,,392200.25
14/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",52.88,"IMMUNOCORE LTD    ","IMMUNOCORE LIMITEDIMMUNOCORE LTD    ",392253.13
14/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",55.32,"RICHMOND          ","RICHMOND THE AMRCNRICHMOND          ",392308.45
14/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",58.32,"GP1 TL DERBY      ","GROUP 1 RETAIL LTDGP1 TL DERBY      ",392366.77
14/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",63.84,"BACS REMITTANCE PL","GREENHAM BODYSHOP BACS REMITTANCE PL",392430.61
14/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",76.19,"MEDIVET GROUP - GB","MEDIVET GROUP LIMIMEDIVET GROUP - GB",392506.80
14/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",90.80,,"WINTERTN BRO      ",392597.60
14/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",124.66,"REIGATE GRAMMAR   ","REIGATE GRAMMAR SCREIGATE GRAMMAR   ",392722.26
14/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",125.16,"8000012037        ","SHARP BUSINESS SYS8000012037        ",392847.42
14/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",127.32,"774383            ","PALLETWAYS UK LTD 774383            ",392974.74
14/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",127.68,,"MARSHALL MOTOR GRP",393102.42
14/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",131.66,"GP1 TL GUILDFORD  ","GROUP 1 RETAIL LTDGP1 TL GUILDFORD  ",393234.08
14/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",136.08,"RC TREATT   CO LTD","RC TREATT AND CO  RC TREATT   CO LTD",393370.16
14/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",138.29,,"RBC LONDON BRANCH ",393508.45
