Post Date,Account Number,Account Name,Type,Amount,Customer Reference,Transaction Detail,Balance
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Opening Ledger",655190.08,,,655190.08
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",94.08,"SC224341 SI-789034","AMENTUM CLEAN ENERSC224341 SI-789034",655284.16
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",102.60,"SI-788375         ","CONSTANTIN PARTNERSI-788375         ",655386.76
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",111.46,"AUDI TETBURY      ","GROUP 1 RETAIL LTDAUDI TETBURY      ",655498.22
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",132.88,"234768            ","SAS SOFTWARE LIMIT234768            ",655631.10
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",133.52,"253280000187      ","SAGA TRAVEL GROUP 253280000187      ",655764.62
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",182.16,"505967620         ","CARDNET ADJ       505967620         ",655946.78
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",184.42,"AUDI MACCLESFIELD ","GROUP 1 RETAIL LTDAUDI MACCLESFIELD ",656131.20
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",197.38,"SI-787653         ","BLACKLINE SYSTEMS SI-787653         ",656328.58
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",208.94,"HEX BACS          ","FOCUS BRANDING LIMHEX BACS          ",656537.52
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",210.49,"BACS REMITTANCE PL","KIA READING       BACS REMITTANCE PL",656748.01
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",238.65,"301786 - 12485    ","MGRPF             301786 - 12485    ",656986.66
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",240.89,"SC-SPT-100389047-5","SOMERSET COUNCIL PSC-SPT-100389047-5",657227.55
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",255.83,"BACS REMITTANCE PL","WAYLANDS AUTOMOTIVBACS REMITTANCE PL",657483.38
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",256.47,"DMS FABS 17161    ","DMS STAINLESS STEEDMS FABS 17161    ",657739.85
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",256.51,"SEE ADVICE        ","PALM PAPER LIMITEDSEE ADVICE        ",657996.36
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",278.92,"2518344320  OBO  D","DHL INTERNATIONAL 2518344320 /OBO/ D",658275.28
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",305.84,,"BDW SOUTHAMPTON   ",658581.12
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",307.20,"PEFT-8199         ","ALPHASIGHTS LTD  LPEFT-8199         ",658888.32
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",311.96,"SI-786725         ","B/W  1            SI-786725         ",659200.28
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",354.11,"506126572         ","CARDNET  506126572506126572         ",659554.39
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",387.18,"ACC NO 14077      ","MASTERTRADE SUPPLIACC NO 14077      ",659941.57
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",388.46,,"BDW ANGLIA        ",660330.03
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",400.38,"CVSUK             ","CVS UK LIMITED    CVSUK             ",660730.41
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",408.51,"505967620         ","CARDNET  505967620505967620         ",661138.92
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",509.43,"506126572         ","CARDNET  506126572506126572         ",661648.35
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",595.15,"1153601096        ","RIVERFORD ORGANIC 1153601096        ",662243.50
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",751.10,,"ROYAL HOSPITAL SCH",662994.60
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",833.46,,"BDW EASTERN COUNTI",663828.06
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",847.99,"SHIPLEY BROS LTD  ","SHIPLEY BROTHERS LSHIPLEY BROS LTD  ",664676.05
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",913.46,"MM-SP-000069557-20","FORMULA ONE MANAGEMM-SP-000069557-20",665589.51
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",955.50,"3404 2000146136 K ","CANADA LIFE LTD   3404 2000146136 K ",666545.01
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",985.47,"ALLMANHALL        ","ALLMANHALL LTD    ALLMANHALL        ",667530.48
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",987.15,"BACS REMITTANCE PL","WAYLANDS AUTOMOTIVBACS REMITTANCE PL",668517.63
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1114.19,"505967620         ","CARDNET  505967620505967620         ",669631.82
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1555.90,"4-I               ","QVSR              4-I               ",671187.72
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1566.72,"AP0000109292      ","PA CONSULTING SERVAP0000109292      ",672754.44
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1627.87,,"PELICAN PROCUREMEN",674382.31
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1730.24,"MERC BENZ OF EDIN ","MERCEDES BENZ OF EMERC BENZ OF EDIN ",676112.55
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1793.12,"TCL               ","TOPCOAT CONST C/A TCL               ",677905.67
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1796.60,"1000718140        ","WB ENTERTAINMENT U1000718140        ",679702.27
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",2482.95,,"PELICAN PROCUREMEN",682185.22
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",8328.05,"FISCO UK LIMITED  ","FISCO UK LIMITED  FISCO UK LIMITED  ",690513.27
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",8886.47,"FULL SETTLEMENT   ","NES FIRCROFT ENGINFULL SETTLEMENT   ",699399.74
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",11231.68,"00000000000350400 ","BNP PARIBAS REAL  00000000000350400 ",710631.42
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-100.00,"AD87A490713087208 ","DART CHARGE       AD87A490713087208 ",710531.42
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-396.00,"TOW003 54963      ","TOWER LEASING LTD TOW003 54963      ",710135.42
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-500.00,"32712746GJGY2PEF9Z","GOOGLE IRELAND LTD32712746GJGY2PEF9Z",709635.42
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-500.00,"32712746GS0WS5SU54","GOOGLE IRELAND LTD32712746GS0WS5SU54",709135.42
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-500.00,"32712746GC3N56LQQ3","GOOGLE IRELAND LTD32712746GC3N56LQQ3",708635.42
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-547.33,"   SQ2588550      ","ALD AUTOMOTIVE       SQ2588550      ",708088.09
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-771.62,"7090625120        ","LLOYDS BANK PLC AF7090625120        ",707316.47
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-1093.73,"7090481710        ","LLOYDS BANK PLC AF7090481710        ",706222.74
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-1495.57,"AS60250904        ","ALLSTAR           AS60250904        ",704727.17
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-9000.00,"RIN003 PR21146907 ","RINGGO            RIN003 PR21146907 ",695727.17
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-20618.05,"170 200           ","LAVAZZA PROFESSION170 200           ",675109.12
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",1114.00,"RICHMOND CARS GUIL","RICHMOND CARS GUILLIQUIDLINE        000000FT25328B3TXK230580     40     26NOV25 01:58     ",676223.12
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",1668.00,"MAXA TRADING UK LT","MAXA TRADING UK LTSI 778357 SI 7783523023113955976000N600606     40     26NOV25 02:34     ",677891.12
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",483.43,"TRENTHAM PARK GOLF","TRENTHAM PARK GOLFTPGC              32023614327259000N602159     40     26NOV25 02:36     ",678374.55
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",231.75,"S3-ID LTD         ","S3-ID LTD         S3 ID LTD - 14066 41023338812158000N601315     40     26NOV25 02:37     ",678606.30
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",463.21,"ZIEGLER UK LIMITED","ZIEGLER UK LIMITEDZIEGLER UK LIMITED35023138701842000N600911     40     26NOV25 02:38     ",679069.51
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",287.46,"EDMUNDSON ELECTRIC","EDMUNDSON ELECTRICINVOICE SI-797395 17023233505619000N011001     40     26NOV25 02:41     ",679356.97
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",188.89,"PINDROP HEARING LT","PINDROP HEARING LTPINDROP 786688    10023031442716000R152025     40     26NOV25 02:41     ",679545.86
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",108.86,"PINDROP HEARING LT","PINDROP HEARING LTPINDROP 787255    12023031444651000R152025     40     26NOV25 02:44     ",679654.72
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",99.46,"WORLDLINE MERCHANT","WORLDLINE MERCHANT202511250282944   010F274253301CHA  608382     10     26NOV25 02:48     ",679754.18
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",611.90,"SQUIRE FURNEAUX CO","SQUIRE FURNEAUX COSQUIRE FURNEAUX   44030231418018000N602334     40     26NOV25 03:02     ",680366.08
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",202.54,"ALTERNATIVE AIRLIN","ALTERNATIVE AIRLINALTERNATIVE AIRLINBX2511256083197500202400     40     26NOV25 03:32     ",680568.62
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",32952.58,"NAYAX FS CMA      ","NAYAX FS CMA      2000364656PAYMENT G05HN59MFR9C      609242     10     26NOV25 04:02     ",713521.20
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",108.59,"OAKFIELDS-AG LTD  ","OAKFIELDS-AG LTD  SI-785986         400000001675555658309724     10     26NOV25 06:17     ",713629.79
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",568.43,"EULER HERMES SERVI","EULER HERMES SERVIINV: SI-796417, EH12360344546068F8SW406384     10     26NOV25 06:45     ",714198.22
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","CHAPS or International Payment",3790.26,"1 SYMPHONYA","F/FLOW 1/SYMPHONYAINV SI-779958 779960 INV NO. SI-7799",717988.48
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","CHAPS or International Payment",393.94,"CNOOC U.K. ","F/FLOW CNOOC U.K. GDSV  70227B401R6KSI-794885         ",718382.42
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",358.06,"FIGMA UK LTD.     ","FIGMA UK LTD.     FIGMA VY0RBS 2 INVPH737WZ8IHCEQBBQ00200000     40     26NOV25 08:40     ",718740.48
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",1074.00,"OAK VIEW GROUP LLC","OAK VIEW GROUP LLCXP5012480221175403185008     10     26NOV25 09:12     ",719814.48
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",5583.58,"AZTEC FINANCIAL SE","AZTEC FINANCIAL SEAZTEC             22095944287114000R161028     10     26NOV25 09:59     ",725398.06
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",157.02,"AR ADAMS (FD) LT  ","AR ADAMS (FD) LT  ACCOUNT 12637     RP4679966493862200207093     10     26NOV25 10:09     ",725555.08
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",157.02,"AR ADAMS (FD) LT  ","AR ADAMS (FD) LT  ACCOUNT 14723     RP4679966493958800207093     10     26NOV25 10:09     ",725712.10
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",251.18,"GLENDIN SIGN      ","GLENDIN SIGN      17060             620072539101621101404739     10     26NOV25 10:19     ",725963.28
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",123.93,"SUN PUBS LIMITED  ","SUN PUBS LIMITED  SUN PUBS LIMITED  39102839554383000N600235     10     26NOV25 10:28     ",726087.21
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",122.57,"ESKMILLS LIMITED  ","ESKMILLS LIMITED  SI-78853          200000001666848952804638     10     26NOV25 10:50     ",726209.78
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","CHAPS or International Payment",4855.78,"1 CUSHMAN A","F/FLOW 1/CUSHMAN ADPE  URI/CUSHMAN-SAGE- MULTIPLE INVO",731065.56
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",274.26,"ACA HEXHAM USED CA","ACA/HEXHAM USED CAAC HEXHAM         58115133103596000R832127     10     26NOV25 11:51     ",731339.82
26/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",554.48,"ALTRINCHAM VW     ","ALTRINCHAM VW     SL-781667/786889  BX2511266092583600209890     10     26NOV25 12:18     ",731894.30
