Post Date,Account Number,Account Name,Type,Amount,Customer Reference,Transaction Detail,Balance
05/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Opening Ledger",598759.85,,,598759.85
05/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",18.49,"MITIE SHARED SERVI","MITIE SHARED SERVIMITIE SHARED SERVI",598778.34
05/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",22.37,"39481115          ","MARLEY LTD        39481115          ",598800.71
05/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",28.51,"CVSUK             ","CVS UK LIMITED    CVSUK             ",598829.22
05/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",53.63,"506126572         ","CARDNET  506126572506126572         ",598882.85
05/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",62.64,"6000006788        ","GG LONDON LTD     6000006788        ",598945.49
05/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",70.08,"PLASTIC EXTRUDERS ","PLAS EXT LTD C/A  PLASTIC EXTRUDERS ",599015.57
05/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",84.64,"506126572         ","CARDNET  506126572506126572         ",599100.21
05/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",103.58,"V0002024          ","NW1 MIDCO LTD SUN V0002024          ",599203.79
05/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",141.47,"70653             ","NHS CHESHIRE & MER70653             ",599345.26
05/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",144.01,"4001 0002051063 K ","BAM NUTTALL LTD   4001 0002051063 K ",599489.27
05/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",147.86,"23503             ","TLC  SOUTHERN  LTD23503             ",599637.13
