Post Date,Account Number,Account Name,Type,Amount,Customer Reference,Transaction Detail,Balance
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Opening Ledger",333619.85,,,333619.85
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",1302.74,"DESIRA GROUP PLC  ","DESIRA GROUP PLC  618122DESIRA      MF004840137E166E00206261     40     01NOV25 03:01     ",334922.59
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",854.83,"SHEFFIELDVAUXCUR  ","SHEFFIELDVAUXCUR  PENTAGON SHEFFIELDBX2510305843493600200790     40     01NOV25 03:04     ",335777.42
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",67.48,"WORLDLINE MERCHANT","WORLDLINE MERCHANT202510310355879   010F2742530712F5  608382     10     01NOV25 03:18     ",335844.90
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",72.00,"MEDIMATCH SUPPLIES","MEDIMATCH SUPPLIESSPF-S-558348      46071717265405000N602313     40     01NOV25 07:32     ",335916.90
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",239.49,"CRAIG YATES T A TH","CRAIG YATES T/A THSI-770947         HUBX5EF70D4C6AA016090128     10     01NOV25 17:43     ",336156.39
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",18.80,"WORLDLINE MERCHANT","WORLDLINE MERCHANT202511010205615   010F274253076JYQ  608382     10     02NOV25 02:03     ",336175.19
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",185.04,"EPJ DESIGNS LIMITE","EPJ DESIGNS LIMITEMARTIN HARRIS HAIR08143655313036000N600110     10     02NOV25 14:36     ",336360.23
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",1342.55,"THE CITY VAU LTD  ","THE CITY VAU LTD  SEPTEMBER INVOICESRP4659980441575000201188     10     02NOV25 15:08     ",337702.78
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",455.13,"THE GEORGE P LTD  ","THE GEORGE P LTD  SEPTEMBER INVOICESRP4659980461529100207692     10     02NOV25 17:50     ",338157.91
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",2573.96,"TIFFI COFFEE LTD  ","TIFFI COFFEE LTD  SEPTEMBER INVOICESRP4659980468119300201188     10     02NOV25 18:45     ",340731.87
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",49.32,"0700047185 K      ","SWISSLOG  UK  L RE0700047185 K      ",340781.19
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",50.40,"FORD GLOUCESTER   ","GLOUCESTER FORD   FORD GLOUCESTER   ",340831.59
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",72.58,"LI17              ","THE UK HOLIDAY GROLI17              ",340904.17
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",85.82,"JCS HI-TORQUE LTD ","JCS HI-TORQUE LTD JCS HI-TORQUE LTD ",340989.99
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",90.06,"SI-764001         ","LIONWELD KEN GBP  SI-764001         ",341080.05
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",91.80,"HFD LTD CONCEPTFLO","HFD GRP T/A CONCEPHFD LTD CONCEPTFLO",341171.85
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",99.85,"READ SUZUKI       ","READ AUTOMOTIVE GYREAD SUZUKI       ",341271.70
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",99.85,"READ HYUNDAI LTD  ","READ HYUNDAI LTD  READ HYUNDAI LTD  ",341371.55
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",102.00,"LIQUIDL           ","ST JOHNS BUILDINGSLIQUIDL           ",341473.55
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",103.94,"MENZIES LLP       ","MENZIES LLP       MENZIES LLP       ",341577.49
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",105.27,"2510LG03S000344   ","DENHOLM UK LOGISTI2510LG03S000344   ",341682.76
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",106.66,,"SEFTON MBC DISBURS",341789.42
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",108.91,"5466              ","BARRETTS OF ASPLEY5466              ",341898.33
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",111.78,"TOWELRADS.COM LTD ","TOWELRADS         TOWELRADS.COM LTD ",342010.11
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",119.40,"SI-766384         ","EGGER UK LTD. HEXHSI-766384         ",342129.51
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",123.30,"ECL               ","ESSEX CARES LTD   ECL               ",342252.81
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",137.03,"BARNETTS MAZDA    ","EASTERN WESTERN MOBARNETTS MAZDA    ",342389.84
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",138.72,,"SPACE ENGINEERING ",342528.56
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",148.00,"PULSE INNOVATIONS ","PULSE INNOVATIONS PULSE INNOVATIONS ",342676.56
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",161.99,"SI-776677         ","BOYES TURNER SERVISI-776677         ",342838.55
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",167.47,"SI-786390         ","STAGE EVENT SECURISI-786390         ",343006.02
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",172.50,"SI-768712         ","WOMENS PIONEER HOUSI-768712         ",343178.52
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",174.46,,"KROW AGENCY LTD   ",343352.98
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",176.34,"STV 2910 028      ","SAGA TRUCK   VAN LSTV 2910 028      ",343529.32
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",188.78,"SI-777331         ","ONCE FOR ALL LIMITSI-777331         ",343718.10
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",193.50,"EFT7571           ","TRULINE SYSTEMSTRUEFT7571           ",343911.60
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",196.47,"PURCHASE PAYMENT  ","LOGANBRIDGE II LIMPURCHASE PAYMENT  ",344108.07
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",199.50,"2520001157GB0125  ","OCEAN NETWORK EXPR2520001157GB0125  ",344307.57
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",200.20,"TRAVIS PERKINS    ","TP PURCHASE LEDGERTRAVIS PERKINS    ",344507.77
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",220.42,"COMXO LTD         ","COMXO LIMITED     COMXO LTD         ",344728.19
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",245.56,"0311ENDOFMTH79    ","BOARD24 LTD       0311ENDOFMTH79    ",344973.75
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",247.98,"FORA SPACE LIMITED","FORA SPACE LIMITEDFORA SPACE LIMITED",345221.73
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",274.36,,"BELLWAY SOUTHERN C",345496.09
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",288.92,"SECURE INNOVATION ","SECURE INNOVATION SECURE INNOVATION ",345785.01
03/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",293.13,"HEX BACS          ","WAGSTAFF CA       HEX BACS          ",346078.14
