Post Date,Account Number,Account Name,Type,Amount,Customer Reference,Transaction Detail,Balance
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Opening Ledger",806669.40,,,806669.40
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",94.92,"SPECSAVERS CPL PRO","SPECSAVERS FINANCESPECSAVERS CPL PRO",806764.32
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",110.98,"SI-789225         ","MCP PLC           SI-789225         ",806875.30
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",132.87,"506126572         ","CARDNET  506126572506126572         ",807008.17
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",225.12,"505967620         ","CARDNET  505967620505967620         ",807233.29
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",244.31,"SEE ADVICE        ","PALM PAPER LIMITEDSEE ADVICE        ",807477.60
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",260.21,"SINCLAIR VW SWANSE","VW SWANSEA        SINCLAIR VW SWANSE",807737.81
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",265.20,"P        C        ","PARADISE COM      P        C        ",808003.01
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",322.58,"SINCLAIR VW PT    ","VW SWANSEA        SINCLAIR VW PT    ",808325.59
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",339.84,"SINCLAIRVWBRIDGEND","VW BRIDGEND       SINCLAIRVWBRIDGEND",808665.43
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",342.55,"2025000001405     ","EVERRIS LTD       2025000001405     ",809007.98
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",380.10,"SI-788954         ","HYPOVEREINSBANK   SI-788954         ",809388.08
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",399.94,"21172             ","FRANCESCO GROUP LT21172             ",809788.02
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",437.46,"HHI000000000      ","HOLROYD HOWE LIMITHHI000000000      ",810225.48
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",470.82,"9511 2000002050 K ","BOOTS OPTICIANS PR9511 2000002050 K ",810696.30
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",476.12,"832775            ","SHEPHERD AND WEDDE832775            ",811172.42
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",482.65,"GPBC008219        ","BCA LIMITED NO1 ACGPBC008219        ",811655.07
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",503.03,"506126572         ","CARDNET  506126572506126572         ",812158.10
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",557.79,"SI-784462 SI-78307","B/W  1            SI-784462 SI-78307",812715.89
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",593.48,"00000000000349882 ","BNP PARIBAS REAL  00000000000349882 ",813309.37
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",649.98,"TELEREAL TRILLIUM ","TELEREAL          TELEREAL TRILLIUM ",813959.35
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",903.30,"ACCOUNT 23963     ","CENTRAL ACCOUNTS  ACCOUNT 23963     ",814862.65
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1080.00,,"THIRTEEN HOUSING G",815942.65
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1192.75,"STC000000000      ","SEARCY TANSLEY ANDSTC000000000      ",817135.40
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1232.58,"506126572         ","CARDNET  506126572506126572         ",818367.98
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1376.13,"LEYS LIQ001       ","THE LEYS          LEYS LIQ001       ",819744.11
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1511.86,"CVSUK             ","CVS UK LIMITED    CVSUK             ",821255.97
12/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1692.99,"00466847          ","WMG MANAGEMENT EUR00466847          ",822948.96
